,geometry,coddistrit,gis_gis_barrios_area,objectid,linkid,codbarrio,coddistbar,geo_point_2d,nombre,last_edited_user,last_edited_date
0,"POLYGON ((-0.3345912841374012 39.45477984627252, -0.3332596082105722 39.45486642071779, -0.3324121213380516 39.454883015591335, -0.3308913567339164 39.45406435626712, -0.3316102442527516 39.4532880934933, -0.3270990963276303 39.448229690605075, -0.3273499676544383 39.446285073033344, -0.3332212866097762 39.44012287859828, -0.3356755528243878 39.4349497097333, -0.3365305199142564 39.434978303628945, -0.3366308564015821 39.43602108122877, -0.3365901589602382 39.436916495543166, -0.3361671032400384 39.44050569105779, -0.336141365995629 39.44068527674086, -0.3361326006336461 39.44074362389179, -0.3361130509191935 39.44076119339113, -0.3359750658190622 39.44239758296176, -0.3358429259180168 39.44395754035988, -0.335741727789234 39.444878619795745, -0.3357362064912671 39.44492804147428, -0.3355476598642788 39.44655880204759, -0.3354664412184924 39.447412764090636, -0.3352826451661676 39.448404019085324, -0.3356094141689782 39.448443032175, -0.3354265760653058 39.44944782236034, -0.334905748898359 39.452629468973015, -0.3348932817404425 39.45383184351337, -0.3345912841374012 39.45477984627252))",11,917112.5625,62,0,5,115,"[39.44628964870906, -0.3326600366971329]",NATZARET,,
1,"POLYGON ((-0.3812388903732512 39.45462857195775, -0.3828101040008694 39.449506445763724, -0.3835977643293342 39.44728550218637, -0.3858161370446614 39.447835417583406, -0.3896127486290997 39.44772257099926, -0.3893170991049943 39.44922038926409, -0.3888569073209684 39.45127306684714, -0.3887956064973338 39.45159150338719, -0.3886669431519654 39.452255257618646, -0.3885021553091805 39.45316594290629, -0.387739332687362 39.45297763245679, -0.3868856716316055 39.452868354230176, -0.3846718718058733 39.45257981683585, -0.3844723475279611 39.453543767107185, -0.3841628970132945 39.4550187459505, -0.3812388903732512 39.45462857195775))",9,374887.53125,63,0,3,093,"[39.45082750748332, -0.3853982961775011]",LA CREU COBERTA,,
2,"POLYGON ((-0.347092769428579 39.47548188273136, -0.3414381331291986 39.473791815572156, -0.3399953934014986 39.473371441719486, -0.3403996372309118 39.47254288115333, -0.3394046888693839 39.4722678699642, -0.3397535161358954 39.47155966079838, -0.341961937778675 39.47222727650377, -0.3437115490706986 39.46865027797054, -0.3440839133337779 39.46875337163883, -0.3443387645629006 39.4686420820301, -0.3443931313383725 39.46853071498673, -0.3483563963597515 39.469661690436425, -0.3493938605877272 39.46996462094234, -0.348719735848544 39.471647393842076, -0.3477612635431851 39.47396778948359, -0.347092769428579 39.47548188273136))",13,,76,0,2,132,"[39.47198431553791, -0.3450427029615464]",CIUTAT JARDI,,
3,"POLYGON ((-0.2876696850267751 39.5568186104017, -0.2882883011129062 39.55653816059822, -0.2897738184495798 39.555571443508036, -0.2914602262803457 39.55338735162891, -0.2934642894491755 39.54975871396617, -0.2939426555158807 39.55007604421805, -0.2944016560167871 39.550355220479844, -0.2947566268434444 39.5505898117428, -0.2950460371706116 39.5507474822211, -0.2953775008464356 39.55097082193835, -0.2957873137495497 39.55118736377149, -0.2961348385651616 39.55132208850555, -0.2963477600905219 39.55143916607778, -0.2966704473276922 39.55160193131831, -0.296944318514816 39.55172905667613, -0.2972396538566876 39.5518782384379, -0.2975901910091093 39.55204164023743, -0.2981227508910054 39.55225672383719, -0.298509256459223 39.5523920871125, -0.2987729996082801 39.552493090953156, -0.2992454421690212 39.552676574452455, -0.3001657469516373 39.553018605126105, -0.3008516446592422 39.55330623750602, -0.3016162203283816 39.55357844241884, -0.3022273578927892 39.553840312889484, -0.303226675180049 39.554243016980784, -0.303714871479248 39.55445272996278, -0.3041095143015403 39.55463008157707, -0.3044962198345297 39.554778654374566, -0.3048150300460971 39.55489818312645, -0.3053479693749543 39.55510461250304, -0.305585053929347 39.555174803711644, -0.3059570829668084 39.555360254716916, -0.3062210427702136 39.55547908385538, -0.3065657167726937 39.5556509621136, -0.3069502238675769 39.55580219643442, -0.3073635784866478 39.55598842105967, -0.3081128679072418 39.556267021700826, -0.3086611855180089 39.55647565724263, -0.3098117262777912 39.55694588764349, -0.3104435644016234 39.55719977178925, -0.3104508124698989 39.557269089644514, -0.31032330207901 39.55761190472844, -0.3102377242825994 39.557898053793906, -0.3108403699446099 39.55823934583154, -0.3113197444173393 39.55852628789856, -0.3118435242461682 39.55881769712003, -0.3121740630296735 39.55899866378193, -0.3125881977171769 39.559211346364506, -0.3129377166876494 39.55935116637986, -0.3134486536109578 39.55957976063532, -0.314154103563413 39.55990969366719, -0.3144299141323447 39.55998794245538, -0.3146480968560736 39.5601091984648, -0.3149646091362452 39.56037351385853, -0.3150825036790758 39.56045682139591, -0.3153341150063766 39.56057806519934, -0.3156230094235078 39.56070100802471, -0.3160201407959057 39.5609105919358, -0.3162960959874451 39.56106038600206, -0.3165818295977756 39.56119295569475, -0.3167788764455551 39.561311998752224, -0.3170024609606758 39.56137426975602, -0.3172038248486537 39.56132734724082, -0.3173155795943598 39.56102574423953, -0.3174964594904397 39.56097185282993, -0.3177370061358448 39.56104304534856, -0.3179828085031985 39.56106063142711, -0.3190115309298426 39.561356182346096, -0.3196409321949262 39.56162508620186, -0.3198802224479743 39.561714812056536, -0.3195252439006679 39.56214352795877, -0.3191968977492415 39.562533688054884, -0.3186032549137807 39.56341333047356, -0.3187179260959007 39.563467570275265, -0.3185913234278237 39.5637226176041, -0.318285249467894 39.56365750793295, -0.3179319052518994 39.56352037206324, -0.3177609137598598 39.56384532703596, -0.3175472608459547 39.564195105989945, -0.3173687992421534 39.56449938420085, -0.3171997217064926 39.564661984441145, -0.3167509411270638 39.56537086285843, -0.3160904922373801 39.56522193187394, -0.3158247968661515 39.56659381812163, -0.3154000605466347 39.56650971555315, -0.3149069909263835 39.56638820435514, -0.3145803924132297 39.566310034291575, -0.3144035104540504 39.56626295498973, -0.3142328444928742 39.5661576795252, -0.3140527221260107 39.56606039193288, -0.3131827442604976 39.565656438578074, -0.3129979341180912 39.56560917373179, -0.312429489599007 39.56539572309575, -0.3123160252918233 39.56538952983867, -0.3121895618317486 39.565386603019476, -0.3120474405326645 39.56533917155979, -0.3117724836472067 39.56524046920054, -0.3114957787309962 39.56519394852961, -0.3112472801488097 39.56514280121087, -0.3103655816974469 39.564955131106345, -0.3101823900303315 39.56493353773582, -0.3100096043368324 39.56493300395866, -0.3093499719893439 39.56480799850159, -0.3092880954434335 39.564811988065884, -0.3092550758568411 39.56483183467733, -0.3091079033028751 39.56506072913976, -0.308695587411536 39.564976448544144, -0.3084198482711709 39.56494265405939, -0.3079798618375338 39.56490755611165, -0.3077085967148723 39.56484147778468, -0.3073603242432669 39.56465880797135, -0.3070222937569953 39.564535732192596, -0.3067370017994082 39.56449922584441, -0.3062863631964637 39.56440657086599, -0.3062103668711642 39.564372431262264, -0.3061929792921031 39.56432220146683, -0.3061798726242193 39.564244675862845, -0.3061716468822311 39.5641943973306, -0.3058010951693844 39.56411356164027, -0.3053678067285986 39.56402800801821, -0.3046874647855459 39.56387771306402, -0.3043294887403323 39.563804632680394, -0.303898363276852 39.5637057100304, -0.303593120743418 39.563642346697975, -0.3031458098777581 39.56354727049991, -0.3026603533346375 39.56343884775501, -0.3025167760452865 39.56340312709138, -0.3021951781361835 39.56330598540603, -0.30192183799409 39.56324180030886, -0.3018109132139216 39.56320955795946, -0.3018798215633304 39.563009808142574, -0.3018162726797254 39.56295761340982, -0.3017127732735904 39.56290167975812, -0.3016093949231206 39.56284292914272, -0.301466733080753 39.56276354586303, -0.3012442175166037 39.56267667642585, -0.3009539304842794 39.56259669960079, -0.3006749447075812 39.562520038639, -0.2999637089006286 39.56222325735459, -0.2996717132081952 39.56210582500174, -0.299422511530514 39.5620493211167, -0.2993037039487597 39.562012749145744, -0.2992577002163655 39.561977870140566, -0.2992030603891284 39.5618836309524, -0.29913364396718 39.56179467845361, -0.298993971338036 39.56173226178215, -0.2987684400283408 39.561637498066474, -0.2983922667258288 39.561475115660116, -0.298124930744056 39.561351298484915, -0.297845427265567 39.56122734173573, -0.297447506189934 39.56105686506972, -0.2970492929643175 39.56093081055032, -0.2967118960015561 39.560806449573015, -0.2965416858158766 39.560757877017146, -0.2962774545968758 39.560667531704105, -0.2961010585596913 39.56059396884786, -0.2958886840857664 39.56049207384223, -0.2955425995070541 39.56032124818937, -0.2952521716173345 39.56018903125527, -0.2949681512199126 39.56008332193213, -0.2946662059990148 39.559966906583114, -0.294437474488426 39.5598730329239, -0.2940589463066131 39.5597340040594, -0.2934817366323932 39.55953920228981, -0.2929017963552685 39.55929650752018, -0.2925728387955226 39.559182069618764, -0.2923208593807781 39.559079830426825, -0.2921583207097817 39.55901614281501, -0.2919372901641675 39.55893149744947, -0.2912649778624241 39.55863976004056, -0.2906132729686367 39.558338094639076, -0.289704563714885 39.55794074791766, -0.2890345253986233 39.55759112571395, -0.2881996899189624 39.55711161296681, -0.2876696850267751 39.5568186104017))",17,,601,18,5,175,"[39.55880504953868, -0.3031699565111558]",RAFALELL-VISTABELLA,,
4,"POLYGON ((-0.3315104329274244 39.48560696385567, -0.3325424508959938 39.48046164548878, -0.3332190410674281 39.476445787921016, -0.3333000386928675 39.47596117532928, -0.3334396562936584 39.4759959098093, -0.335589081079789 39.47653617123682, -0.3382355538374336 39.47107448231807, -0.3387760970110612 39.471244506296856, -0.3397535161358954 39.47155966079838, -0.3394046888693839 39.4722678699642, -0.3403996372309118 39.47254288115333, -0.3399953934014986 39.473371441719486, -0.3414381331291986 39.473791815572156, -0.347092769428579 39.47548188273136, -0.3470509845524128 39.47558666449122, -0.3463531070045255 39.477336435455015, -0.3485573028686638 39.47731916629845, -0.3484662267564895 39.47826300680801, -0.3512561055899375 39.478204996868676, -0.3515060388427639 39.47761161150984, -0.3527421808643967 39.47798661591224, -0.3546710796377956 39.47854405071151, -0.3538932713912536 39.479589365640045, -0.3533216439323211 39.480197942359965, -0.352651776931567 39.48071419950695, -0.351559825651989 39.48155414800844, -0.342757228635524 39.48706463261561, -0.3426585151749539 39.487051087191304, -0.3421394559110066 39.48700127063629, -0.3419068991943787 39.48691121480649, -0.3417453464685541 39.486892186164305, -0.3414689487004573 39.48681097302964, -0.3412547087105432 39.486720199886285, -0.3410844615409362 39.48661816316116, -0.34085033533934 39.48653000619879, -0.3404371078673054 39.48636413922778, -0.3402282610882851 39.486296342795505, -0.3399630618001438 39.486185896884, -0.3398071216556537 39.48615449894681, -0.3396910168987783 39.48613792231065, -0.339497979623089 39.48613697994137, -0.3392727606082973 39.48615618256688, -0.3391604765186643 39.48615709774671, -0.3390142884522211 39.48610503983963, -0.3388421259444515 39.48602804530417, -0.3385888612537514 39.4860040741005, -0.3383206391614121 39.48597357072753, -0.3380933006021922 39.485930102869865, -0.3379414480178894 39.485909228181775, -0.3376811327542887 39.48590674143852, -0.3374160563538076 39.48591111776418, -0.3371902957014052 39.48594421340535, -0.3370696285634843 39.485980185587366, -0.3369913917489368 39.486030589108154, -0.3366963218963724 39.48623256736935, -0.3364133623092406 39.48642242646199, -0.336288625851822 39.48653876142311, -0.3361487176279023 39.48673637644281, -0.3360452578212431 39.486891026521064, -0.3358586587075909 39.48715893777664, -0.3357099307639097 39.48729121696191, -0.3355959313211047 39.487337304100144, -0.3354683233989504 39.48738658345368, -0.3353226484532783 39.48743889867798, -0.335118325625159 39.487476733956605, -0.3349048292892973 39.48751731332528, -0.3346187581289566 39.487576244906364, -0.3345169340511099 39.48760153886796, -0.3344294125941295 39.48764533143233, -0.3342680518898465 39.4877204829212, -0.3342199316635734 39.48774327906645, -0.3341752163080591 39.48769887621164, -0.334013379946749 39.48757836512122, -0.333791205198339 39.48740428180548, -0.3334913343678839 39.48717725458568, -0.3333487832121659 39.48707147297494, -0.3332869335362915 39.487006343882044, -0.3331663548815904 39.48688721992715, -0.3330192859731566 39.48680627936623, -0.3327889375015214 39.48665970836053, -0.3326281296711905 39.48653370564786, -0.3325734798232839 39.48645787694878, -0.3324761199605235 39.48636886993022, -0.3323983475892575 39.48629422197673, -0.3323283692223089 39.48625898586841, -0.3322248381670608 39.486205205180624, -0.3321786475971209 39.48618332552604, -0.3321218681971833 39.48614557261045, -0.3321007555433491 39.486112124967164, -0.3320989354247752 39.486042671020954, -0.3321081020135232 39.485978685378946, -0.3320960241713497 39.485884699403705, -0.3320758903908444 39.48582231120869, -0.3320698018748207 39.485807018752496, -0.3320611943643263 39.485799226771086, -0.3320453993718413 39.485793936339036, -0.3320202781467216 39.48578779214676, -0.3318563349635258 39.485763622990284, -0.331819359636201 39.48575219770945, -0.3316955602554688 39.48571467131683, -0.3316720940436972 39.485707204739015, -0.3316610742372719 39.4856971321797, -0.3316582590090132 39.48568684263822, -0.3316531318046085 39.48565675289929, -0.3316522928737843 39.48564798617096, -0.3316480701006312 39.48563528600517, -0.3316370559049285 39.4856247631367, -0.3316285719897789 39.48562103689284, -0.3315966254830645 39.485614006165434, -0.331574447672758 39.48561115459216, -0.3315240994749281 39.48560498048964, -0.3315143317631427 39.48560685520205, -0.3315104329274244 39.48560696385567))",13,,137,0,5,135,"[39.48035805242704, -0.3410905938386986]",LA CARRASCA,,
5,"POLYGON ((-0.3299053605905571 39.36448857053098, -0.329530703693903 39.36187504628068, -0.3293227739413053 39.35789289330221, -0.3262597173740426 39.35793511357581, -0.3232065702782689 39.34837863477639, -0.3210285806298647 39.33946834141394, -0.3191037559825146 39.3400861345421, -0.3122570864423481 39.330995915395036, -0.3116613448320467 39.327774996902704, -0.3104918167431743 39.324734509301095, -0.3042741850206645 39.31573038889361, -0.3006882110758033 39.31313376636836, -0.2991335117510567 39.31149410055901, -0.2994565771055334 39.31010523309008, -0.3013119429469293 39.31020234189743, -0.3056606949395456 39.31222203626244, -0.3119389199154399 39.314268143860716, -0.3118055924334388 39.31299932207791, -0.3111096226247114 39.31220847239125, -0.310112236278241 39.30978905704592, -0.308569618738682 39.30503274220285, -0.3055063985928702 39.2992862458307, -0.3054673282151234 39.299247143196546, -0.30646332101631 39.29982603799115, -0.3077576689484037 39.30051873766489, -0.309098068996175 39.30144764780998, -0.3103977257447323 39.302373763039014, -0.3115580178724753 39.30306262814976, -0.312297768765119 39.30346522065321, -0.3126970671294297 39.303559966261076, -0.3140003092194337 39.30361517924175, -0.3147337885727799 39.303900288564584, -0.315163981260813 39.30393535208859, -0.3155330134822801 39.30387682358893, -0.3158342706636287 39.30361558820512, -0.3162635960288566 39.3033908375539, -0.3167067594082446 39.303259061142185, -0.317721859153598 39.303110317895, -0.3181415037139215 39.3030817404119, -0.3182477213025611 39.30352408534453, -0.3183344287155684 39.30383210793942, -0.3183659041897226 39.30494211941384, -0.318485034473303 39.30569077655666, -0.3185245500896784 39.30659059690101, -0.3185901105668401 39.30745278361096, -0.3186608968461693 39.30855347547993, -0.3185655752632884 39.30900586812911, -0.3184762180530181 39.31069326747229, -0.3184766957650315 39.31179290588602, -0.3200417456451929 39.31182357410999, -0.3206385952439034 39.31198253682717, -0.3211177056730735 39.31232163916824, -0.3215633981566205 39.31318839685593, -0.3220112903338836 39.313801080142795, -0.3225467854522764 39.31392970222658, -0.3229525111166698 39.31393903058945, -0.3283440977403122 39.31299570931909, -0.3289058980429404 39.31300860108573, -0.3293060863887959 39.31316337324952, -0.3305562474084222 39.313968474068545, -0.3330052300599437 39.31562631444278, -0.3341938778834918 39.31723065274749, -0.3357905493134649 39.314671047177285, -0.3369784218035722 39.31464969645789, -0.3370899208917314 39.316182226508886, -0.3474878335550889 39.31528803024235, -0.3496785076638589 39.31106614002623, -0.3524577949046548 39.31130875609524, -0.3560056218654985 39.31238904128462, -0.3590664166582879 39.30681891408959, -0.3607252323219664 39.30663454059528, -0.3614621159859876 39.3057494114905, -0.363166054195121 39.30627996073925, -0.364587150458967 39.30497305686436, -0.3675741956735851 39.30662153426816, -0.3673936186967264 39.30718694219038, -0.3678509273007732 39.30774201783359, -0.375407896390661 39.30731332441193, -0.3760380916146732 39.307562124964406, -0.3774292495544644 39.31000347198964, -0.3800105626048336 39.31106560487089, -0.3768036933512461 39.31233197710126, -0.3815594841164954 39.31670601011369, -0.3847613969200984 39.31750312437739, -0.3850801930548522 39.31626061655984, -0.389976396715284 39.31494826341362, -0.3906959850949806 39.31490862169756, -0.3917026478711374 39.32306736345644, -0.3944362679269712 39.323211930382, -0.396729375907612 39.32940091409979, -0.398423199140703 39.32931627733559, -0.3987359194789071 39.33188916037018, -0.3962928818960573 39.33211458251682, -0.3963216955829416 39.332552857420445, -0.3965634373661525 39.333328474181755, -0.3968040574758966 39.333526408628565, -0.3978073081446849 39.333828946261825, -0.3976340616921088 39.33424517788655, -0.3968289443553111 39.335592394335876, -0.3927983965557545 39.334854457131435, -0.3924325422133205 39.33559895698303, -0.3946190545847701 39.336181167539046, -0.3943517712550542 39.336700323283864, -0.3930621332290472 39.33803681037969, -0.391052250589742 39.33849021346619, -0.3906948388259811 39.33900733863311, -0.3907951040312744 39.33934217230573, -0.3909417294108184 39.33964304591888, -0.3905033147787493 39.339913300143856, -0.389575145640145 39.34001500425339, -0.3879973445798877 39.340609769992774, -0.3882233734734433 39.34297180883661, -0.3867362443873755 39.34355107890481, -0.3865944236192145 39.34632288808761, -0.3864327438630088 39.347502510347475, -0.3861210224885773 39.34818678087034, -0.3862518837418084 39.349343994806866, -0.3858862864177247 39.35061959084379, -0.3862711262847222 39.35181328721429, -0.3852948179070383 39.352408555005624, -0.3851661144966832 39.353201989952524, -0.3827321476582775 39.354505125015244, -0.3826229616493433 39.35548600349861, -0.3815784125231764 39.356203161625885, -0.3807339613295279 39.35624585773562, -0.3800714360484429 39.356527211932054, -0.379116428955781 39.35697478093969, -0.3782778384237938 39.35759890190988, -0.3771881125657257 39.35782122127394, -0.375146278056673 39.35802713537654, -0.3719372937776043 39.35899001601747, -0.3702063398618125 39.36249777282596, -0.3636161310722 39.359753679031, -0.3606556529392181 39.362395796435344, -0.360992742089848 39.36387880793187, -0.3578255758071168 39.36440650804211, -0.3539101632592203 39.365446650004074, -0.353457032804244 39.365845171254115, -0.3524769245730385 39.36665708534187, -0.3513556797360041 39.367410164487595, -0.3517355802993438 39.36800238527154, -0.3470904511349406 39.36995351575404, -0.3441142823043357 39.366602251465096, -0.3437561526759774 39.36593636063423, -0.3411620743060766 39.366826569817015, -0.3431702474315229 39.37081873233296, -0.3370125027869383 39.373018753998906, -0.3342759701156975 39.36825392457544, -0.3324195178018787 39.368132913527774, -0.3309846389275196 39.36437914113543, -0.3299053605905571 39.36448857053098))",19,,266,0,5,195,"[39.33513923474251, -0.3515404897817649]",EL PALMAR,,
6,"POLYGON ((-0.3376027513262989 39.38528736480985, -0.337514429315529 39.385300774590554, -0.3360814274579921 39.38560578437475, -0.335256085523381 39.383442776581454, -0.3344625374908339 39.383532694048355, -0.3344096519494371 39.38513054231064, -0.332045260706019 39.38489612921529, -0.331798531783456 39.38689491602023, -0.3313727116489897 39.38906072311011, -0.330808944253272 39.39039005320223, -0.3308967335826303 39.39145508342728, -0.3299469015721051 39.39113148840291, -0.3293312419472316 39.39174793951271, -0.3287678364681955 39.39240163202037, -0.3280922873129775 39.397660612122856, -0.3264173500378982 39.389577474728384, -0.3230658965252253 39.38010877773956, -0.3191777533522495 39.36885734673691, -0.3170300710929577 39.363852998533325, -0.3123926867873943 39.350795828907714, -0.3060888479697947 39.33667289354762, -0.3007021243669615 39.324755490801714, -0.2920667208638106 39.308262295752705, -0.2994565771055334 39.31010523309008, -0.2991335117510567 39.31149410055901, -0.3006882110758033 39.31313376636836, -0.3042741850206645 39.31573038889361, -0.3104918167431743 39.324734509301095, -0.3116613448320467 39.327774996902704, -0.3122570864423481 39.330995915395036, -0.3191037559825146 39.3400861345421, -0.3210285806298647 39.33946834141394, -0.3232065702782689 39.34837863477639, -0.3262597173740426 39.35793511357581, -0.3293227739413053 39.35789289330221, -0.329530703693903 39.36187504628068, -0.3299053605905571 39.36448857053098, -0.32999424668234 39.36497017101871, -0.3301050174041461 39.3655579027484, -0.3302425649795477 39.36614928507111, -0.3303679651839417 39.36658586840152, -0.330499497894156 39.367100050528805, -0.3306660997238494 39.36762811834781, -0.3308029800247862 39.368230214172144, -0.3309718743844331 39.36890021463666, -0.3311074556799704 39.36949356867699, -0.3312324297948138 39.36995958216601, -0.3313429829742034 39.370379157242844, -0.3314763195908272 39.37082376813349, -0.331643664325987 39.37143723743946, -0.3317165672591217 39.371806876950735, -0.3318271379380511 39.372226433910704, -0.3319262415960028 39.37275266274711, -0.3321005425523576 39.37322757261551, -0.3323120053143082 39.37386115184101, -0.3324491153770756 39.37430817239936, -0.3325933651399241 39.374698510708185, -0.3327641063680753 39.37518726558864, -0.3328763326109372 39.375481618408116, -0.332997396915571 39.37589415374095, -0.3331104258809313 39.37616838995833, -0.3332387425136259 39.37661519886839, -0.3333393739314512 39.376979437238056, -0.333428799718084 39.37729319420707, -0.3335260659049816 39.37763122956688, -0.3336244318859918 39.37794832646588, -0.333735798125079 39.37837767433988, -0.3338333039042712 39.378712841097006, -0.3339307223601706 39.37893017903127, -0.334018124285516 39.379186529778174, -0.3341511143793245 39.37951052804549, -0.3342547480707525 39.37968021625841, -0.3344241165872807 39.37985823099405, -0.3345983946369813 39.380138770615645, -0.334806089408488 39.38049753399669, -0.3350256540593718 39.3808610734811, -0.3351616373164734 39.381106609076824, -0.335441995073715 39.381613358296015, -0.3356622903127819 39.38207319990234, -0.3358269953532122 39.3823740315051, -0.3360868431938564 39.382747293629556, -0.3363351514062996 39.38316610983303, -0.3365355419023349 39.38358153966123, -0.3367534585998913 39.38399437063014, -0.337001786141748 39.384413194882065, -0.3372215713578329 39.38477732991921, -0.337440783765814 39.385151090896734, -0.3375514235538322 39.38525264959374, -0.3376027513262989 39.38528736480985))",19,,267,0,4,194,"[39.351922688564365, -0.3174054350812452]",EL SALER,,
